seq,key,requested,used_before,used_after,held_before,remaining_before,limit,success,site
2344,read_bytes,155,1897401,1897556,0,31657031,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2345,read_bytes,155,1897556,1897711,0,31656876,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2346,read_bytes,155,1897711,1897866,0,31656721,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2347,read_bytes,155,1897866,1898021,0,31656566,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2348,read_bytes,155,1898021,1898176,0,31656411,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2349,read_bytes,155,1898176,1898331,0,31656256,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2350,read_bytes,155,1898331,1898486,0,31656101,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2351,read_bytes,155,1898486,1898641,0,31655946,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2352,read_bytes,155,1898641,1898796,0,31655791,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2353,read_bytes,155,1898796,1898951,0,31655636,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2354,read_bytes,155,1898951,1899106,0,31655481,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2355,read_bytes,155,1899106,1899261,0,31655326,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2356,read_bytes,155,1899261,1899416,0,31655171,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2357,read_bytes,155,1899416,1899571,0,31655016,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2358,read_bytes,155,1899571,1899726,0,31654861,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2359,read_bytes,155,1899726,1899881,0,31654706,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2360,read_bytes,155,1899881,1900036,0,31654551,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2361,read_bytes,155,1900036,1900191,0,31654396,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2362,read_bytes,155,1900191,1900346,0,31654241,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2363,read_bytes,155,1900346,1900501,0,31654086,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2364,read_bytes,155,1900501,1900656,0,31653931,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2365,read_bytes,155,1900656,1900811,0,31653776,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2366,read_bytes,155,1900811,1900966,0,31653621,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2367,read_bytes,155,1900966,1901121,0,31653466,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2368,read_bytes,155,1901121,1901276,0,31653311,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2369,read_bytes,155,1901276,1901431,0,31653156,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2370,read_bytes,155,1901431,1901586,0,31653001,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2371,read_bytes,155,1901586,1901741,0,31652846,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2372,read_bytes,155,1901741,1901896,0,31652691,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2373,read_bytes,155,1901896,1902051,0,31652536,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2374,read_bytes,155,1902051,1902206,0,31652381,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2375,read_bytes,155,1902206,1902361,0,31652226,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2376,read_bytes,155,1902361,1902516,0,31652071,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2377,read_bytes,155,1902516,1902671,0,31651916,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2378,read_bytes,155,1902671,1902826,0,31651761,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2379,read_bytes,155,1902826,1902981,0,31651606,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2380,read_bytes,155,1902981,1903136,0,31651451,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
