seq,key,requested,used_before,used_after,held_before,remaining_before,limit,success,site
2265,read_bytes,155,1885156,1885311,0,31669276,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2266,read_bytes,155,1885311,1885466,0,31669121,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2267,read_bytes,155,1885466,1885621,0,31668966,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2268,read_bytes,155,1885621,1885776,0,31668811,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2269,read_bytes,155,1885776,1885931,0,31668656,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2270,read_bytes,155,1885931,1886086,0,31668501,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2271,read_bytes,155,1886086,1886241,0,31668346,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2272,read_bytes,155,1886241,1886396,0,31668191,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2273,read_bytes,155,1886396,1886551,0,31668036,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2274,read_bytes,155,1886551,1886706,0,31667881,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2275,read_bytes,155,1886706,1886861,0,31667726,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2276,read_bytes,155,1886861,1887016,0,31667571,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2277,read_bytes,155,1887016,1887171,0,31667416,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2278,read_bytes,155,1887171,1887326,0,31667261,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2279,read_bytes,155,1887326,1887481,0,31667106,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2280,read_bytes,155,1887481,1887636,0,31666951,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2281,read_bytes,155,1887636,1887791,0,31666796,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2282,read_bytes,155,1887791,1887946,0,31666641,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2283,read_bytes,155,1887946,1888101,0,31666486,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2284,read_bytes,155,1888101,1888256,0,31666331,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2285,read_bytes,155,1888256,1888411,0,31666176,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2286,read_bytes,155,1888411,1888566,0,31666021,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2287,read_bytes,155,1888566,1888721,0,31665866,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2288,read_bytes,155,1888721,1888876,0,31665711,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2289,read_bytes,155,1888876,1889031,0,31665556,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2290,read_bytes,155,1889031,1889186,0,31665401,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2291,read_bytes,155,1889186,1889341,0,31665246,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2292,read_bytes,155,1889341,1889496,0,31665091,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2293,read_bytes,155,1889496,1889651,0,31664936,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2294,read_bytes,155,1889651,1889806,0,31664781,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2295,read_bytes,155,1889806,1889961,0,31664626,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2296,read_bytes,155,1889961,1890116,0,31664471,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2297,read_bytes,155,1890116,1890271,0,31664316,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2298,read_bytes,155,1890271,1890426,0,31664161,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2299,read_bytes,155,1890426,1890581,0,31664006,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2300,read_bytes,155,1890581,1890736,0,31663851,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2301,read_bytes,155,1890736,1890891,0,31663696,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2302,read_bytes,155,1890891,1891046,0,31663541,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2303,read_bytes,155,1891046,1891201,0,31663386,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2304,read_bytes,155,1891201,1891356,0,31663231,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2305,read_bytes,155,1891356,1891511,0,31663076,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2306,read_bytes,155,1891511,1891666,0,31662921,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2307,read_bytes,155,1891666,1891821,0,31662766,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2308,read_bytes,155,1891821,1891976,0,31662611,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2309,read_bytes,155,1891976,1892131,0,31662456,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2310,read_bytes,155,1892131,1892286,0,31662301,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2311,read_bytes,155,1892286,1892441,0,31662146,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2312,read_bytes,155,1892441,1892596,0,31661991,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2313,read_bytes,155,1892596,1892751,0,31661836,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2314,read_bytes,155,1892751,1892906,0,31661681,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2315,read_bytes,155,1892906,1893061,0,31661526,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2316,read_bytes,155,1893061,1893216,0,31661371,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2317,read_bytes,155,1893216,1893371,0,31661216,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2318,read_bytes,155,1893371,1893526,0,31661061,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2319,read_bytes,155,1893526,1893681,0,31660906,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2320,read_bytes,155,1893681,1893836,0,31660751,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2321,read_bytes,155,1893836,1893991,0,31660596,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2322,read_bytes,155,1893991,1894146,0,31660441,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2323,read_bytes,155,1894146,1894301,0,31660286,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2324,read_bytes,155,1894301,1894456,0,31660131,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2325,read_bytes,155,1894456,1894611,0,31659976,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2326,read_bytes,155,1894611,1894766,0,31659821,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2327,read_bytes,155,1894766,1894921,0,31659666,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2328,read_bytes,155,1894921,1895076,0,31659511,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2329,read_bytes,155,1895076,1895231,0,31659356,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2330,read_bytes,155,1895231,1895386,0,31659201,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2331,read_bytes,155,1895386,1895541,0,31659046,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2332,read_bytes,155,1895541,1895696,0,31658891,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2333,read_bytes,155,1895696,1895851,0,31658736,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2334,read_bytes,155,1895851,1896006,0,31658581,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2335,read_bytes,155,1896006,1896161,0,31658426,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2336,read_bytes,155,1896161,1896316,0,31658271,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2337,read_bytes,155,1896316,1896471,0,31658116,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2338,read_bytes,155,1896471,1896626,0,31657961,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2339,read_bytes,155,1896626,1896781,0,31657806,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2340,read_bytes,155,1896781,1896936,0,31657651,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2341,read_bytes,155,1896936,1897091,0,31657496,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2342,read_bytes,155,1897091,1897246,0,31657341,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:216:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
2343,read_bytes,155,1897246,1897401,0,31657186,33554432,True,reader.py:42:read_json > reader.py:59:head_manifest > reader.py:68:read_record > reader.py:217:authorize_sources > reader.py:177:record > coordinator.py:604:_read_search > coordinator.py:575:_recall > coordinator.py:362:_run_search > reading.py:400:recall > reading.py:194:dispatch > reading.py:672:dispatch > api.py:29:dispatch
